0,-1.99967,1.01935,0.0886726,6.28527e-05,9.57065e-05,0.000114043,-0.510899,-0.258807,-0.127233,0.00166413,0.0119153,-0.000428019,0,0,0,0,0,0,0,0,0,0,0,0
0.02,-1.99967,1.01935,0.0886726,6.28527e-05,9.57065e-05,0.000114043,-0.51284,-0.255596,-0.124996,0.00429069,0.00880245,0.011237,0,0,0,0,0,0,0,0,0,0,0,0
0.04,-1.99967,1.01935,0.0886726,6.28527e-05,9.57065e-05,0.000114043,-0.51284,-0.255596,-0.124996,0.00429069,0.00880245,0.011237,0,0,0,0,0,0,0,0,0,0,0,0
0.06,-1.99965,1.01938,0.0886918,-0.000843861,3.64234e-05,0.000422972,-0.505852,-0.274822,-0.123907,-0.00475625,-0.00427096,0.00994561,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.08,-1.99965,1.01938,0.0886918,-0.000843861,3.64234e-05,0.000422972,-0.513693,-0.26189,-0.127711,-0.00272607,0.0135685,-0.00887506,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.1,-1.99965,1.01938,0.0886918,-0.000843861,3.64234e-05,0.000422972,-0.49802,-0.269008,-0.123836,0.00414294,-0.0146776,0.0148618,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.12,-1.99965,1.01938,0.0886918,-0.000843861,3.64234e-05,0.000422972,-0.49802,-0.269008,-0.123836,0.00414294,-0.0146776,0.0148618,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.14,-1.99965,1.01938,0.0886918,-0.000843861,3.64234e-05,0.000422972,-0.49802,-0.269008,-0.123836,0.00414294,-0.0146776,0.0148618,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.16,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.512576,-0.267437,-0.147323,-0.00273706,0.00793657,-0.0118583,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.18,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.512576,-0.267437,-0.147323,-0.00273706,0.00793657,-0.0118583,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.2,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.50338,-0.25648,-0.133981,0.00294596,-0.000939433,-0.0133572,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.22,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.50338,-0.25648,-0.133981,0.00294596,-0.000939433,-0.0133572,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.24,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.499836,-0.275087,-0.138231,-0.00298824,0.00153388,0.0129594,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.26,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.462869,-0.26262,-0.14118,0.0276125,-0.000290011,0.0149961,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.28,-1.99966,1.01938,0.0887317,0.000960149,0.000428733,0.00148884,-0.462869,-0.26262,-0.14118,0.0276125,-0.000290011,0.0149961,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.3,-1.99973,1.01945,0.0888835,-0.00260308,0.00413294,0.00850185,-0.361808,-0.202101,-0.0835528,0.0862224,0.0912587,0.0425222,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.32,-1.99973,1.01945,0.0888835,-0.00260308,0.00413294,0.00850185,-0.361808,-0.202101,-0.0835528,0.0862224,0.0912587,0.0425222,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.34,-1.99973,1.01945,0.0888835,-0.00260308,0.00413294,0.00850185,-0.0357444,0.422296,0.00715799,0.199009,0.471844,0.040977,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.36,-1.99973,1.01945,0.0888835,-0.00260308,0.00413294,0.00850185,0.443597,1.88013,0.089892,0.215635,0.678275,0.0240337,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.38,-1.99973,1.01945,0.0888835,-0.00260308,0.00413294,0.00850185,0.443597,1.88013,0.089892,0.215635,0.678275,0.0240337,614,342,642,671,15.53,15.54,15.62,15.62,0.13,0.2,0.23,0.26
0.4,-1.99973,1.01945,0.0888835,-0.00260308,0.00413294,0.00850185,0.443597,1.88013,0.089892,0.215635,0.678275,0.0240337,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.42,-2.00115,1.0204,0.0949909,-0.0324876,0.0177942,0.0874133,0.664541,3.69087,0.152916,0.0110841,0.527037,0.0104303,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.44,-2.00115,1.0204,0.0949909,-0.0324876,0.0177942,0.0874133,0.597948,4.16381,0.167891,-0.122625,0.374889,0.00782846,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.46,-2.00115,1.0204,0.0949909,-0.0324876,0.0177942,0.0874133,0.597948,4.16381,0.167891,-0.122625,0.374889,0.00782846,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.48,-2.00115,1.0204,0.0949909,-0.0324876,0.0177942,0.0874133,0.32858,4.93555,0.168433,-0.201022,0.297398,0.00502327,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.5,-2.00115,1.0204,0.0949909,-0.0324876,0.0177942,0.0874133,0.32858,4.93555,0.168433,-0.201022,0.297398,0.00502327,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.52,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.102,5.42275,0.119792,-0.0730647,0.218723,-0.0195,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.54,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.102,5.42275,0.119792,-0.0730647,0.218723,-0.0195,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.56,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.338929,5.65808,0.0947426,0.157855,0.0863827,-0.0215778,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.58,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.510357,5.92669,0.042711,0.16693,0.112893,-0.0279548,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.6,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.510357,5.92669,0.042711,0.16693,0.112893,-0.0279548,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.62,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.819584,5.92924,-0.0205458,0.0401917,-0.0405679,-0.0211991,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.64,-2.00616,1.02091,0.108545,-0.0524015,-0.0255885,0.135556,0.819584,5.92924,-0.0205458,0.0401917,-0.0405679,-0.0211991,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.66,-2.01769,1.0204,0.126725,-0.111478,-0.006159,0.153609,0.730281,5.94098,-0.0790422,-0.0706467,-0.00467416,-0.0497432,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.68,-2.01769,1.0204,0.126725,-0.111478,-0.006159,0.153609,0.730281,5.94098,-0.0790422,-0.0706467,-0.00467416,-0.0497432,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.7,-2.01769,1.0204,0.126725,-0.111478,-0.006159,0.153609,0.730281,5.94098,-0.0790422,-0.0706467,-0.00467416,-0.0497432,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.72,-2.01769,1.0204,0.126725,-0.111478,-0.006159,0.153609,0.528393,5.8694,-0.263181,-0.0442978,-0.0293032,-0.0377629,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.74,-2.01769,1.0204,0.126725,-0.111478,-0.006159,0.153609,0.528393,5.8694,-0.263181,-0.0442978,-0.0293032,-0.0377629,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.76,-2.01769,1.0204,0.126725,-0.111478,-0.006159,0.153609,0.528393,5.8694,-0.263181,-0.0442978,-0.0293032,-0.0377629,5657,5457,5842,6400,15.21,15.18,15.28,15.28,3.26,4.35,2.94,5
0.78,-2.03647,1.02182,0.141372,-0.215022,0.022083,0.0964084,0.601718,5.68204,-0.332073,0.155743,-0.118832,-0.031189,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.8,-2.03647,1.02182,0.141372,-0.215022,0.022083,0.0964084,0.741038,5.39843,-0.365698,0.0915849,-0.104873,-0.0192871,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.82,-2.03647,1.02182,0.141372,-0.215022,0.022083,0.0964084,0.658294,5.15507,-0.430575,-0.0971396,-0.190831,-0.0248228,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.84,-2.03647,1.02182,0.141372,-0.215022,0.022083,0.0964084,0.658294,5.15507,-0.430575,-0.0971396,-0.190831,-0.0248228,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.86,-2.03647,1.02182,0.141372,-0.215022,0.022083,0.0964084,0.658294,5.15507,-0.430575,-0.0971396,-0.190831,-0.0248228,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.88,-2.06298,1.02598,0.153922,-0.238439,0.0294765,0.123059,0.405064,4.44351,-0.471738,-0.0497575,-0.343734,-0.0166651,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.9,-2.06298,1.02598,0.153922,-0.238439,0.0294765,0.123059,0.321109,3.96346,-0.486415,-0.0982862,-0.184801,-0.0215903,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.92,-2.06298,1.02598,0.153922,-0.238439,0.0294765,0.123059,0.321109,3.96346,-0.486415,-0.0982862,-0.184801,-0.0215903,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.94,-2.06298,1.02598,0.153922,-0.238439,0.0294765,0.123059,0.203444,3.62564,-0.546111,-0.159159,-0.182101,-0.0138718,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.96,-2.06298,1.02598,0.153922,-0.238439,0.0294765,0.123059,0.203444,3.62564,-0.546111,-0.159159,-0.182101,-0.0138718,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
0.98,-2.06298,1.02598,0.153922,-0.238439,0.0294765,0.123059,-0.164878,3.30074,-0.595526,-0.116425,-0.118592,-0.0166228,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.236306,3.03766,-0.601561,0.0125584,-0.145992,-0.00369555,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.02,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.236306,3.03766,-0.601561,0.0125584,-0.145992,-0.00369555,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.04,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.180671,2.7507,-0.617056,0.0575422,-0.123605,-0.0124349,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.06,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.180671,2.7507,-0.617056,0.0575422,-0.123605,-0.0124349,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.08,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.393276,2.38709,-0.660791,-0.101518,-0.159142,-0.024363,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.1,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.393276,2.38709,-0.660791,-0.101518,-0.159142,-0.024363,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.12,-2.09545,1.03361,0.174137,-0.278496,0.0486465,0.230948,-0.393276,2.38709,-0.660791,-0.101518,-0.159142,-0.024363,5700,6100,5642,6157,15.22,15.22,15.3,15.27,3.71,3.62,2.91,3.58
1.14,-2.1313,1.04249,0.206942,-0.287821,0.0551579,0.329401,-0.495292,2.1707,-0.685609,0.0291743,-0.0992192,-0.0124285,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.16,-2.1313,1.04249,0.206942,-0.287821,0.0551579,0.329401,-0.314101,2.08259,-0.713176,0.0676168,-0.0278089,-0.0164273,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.18,-2.1313,1.04249,0.206942,-0.287821,0.0551579,0.329401,-0.422457,1.95515,-0.722561,-0.0731753,-0.067938,-0.00478957,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.2,-2.1313,1.04249,0.206942,-0.287821,0.0551579,0.329401,-0.422457,1.95515,-0.722561,-0.0731753,-0.067938,-0.00478957,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.22,-2.1313,1.04249,0.206942,-0.287821,0.0551579,0.329401,-0.422457,1.95515,-0.722561,-0.0731753,-0.067938,-0.00478957,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.24,-2.17143,1.0525,0.256501,-0.301454,0.0565017,0.421752,-0.557726,1.83647,-0.727136,-0.0824487,-0.0576314,0.00220813,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.26,-2.17143,1.0525,0.256501,-0.301454,0.0565017,0.421752,-0.557726,1.83647,-0.727136,-0.0824487,-0.0576314,0.00220813,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.28,-2.17143,1.0525,0.256501,-0.301454,0.0565017,0.421752,-0.564691,1.7828,-0.744211,-0.0402344,-0.0138215,-0.00683858,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.3,-2.17143,1.0525,0.256501,-0.301454,0.0565017,0.421752,-0.479282,1.80869,-0.760698,0.0548602,0.00348284,-0.00374528,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
1.32,-2.17143,1.0525,0.256501,-0.301454,0.0565017,0.421752,-0.489764,1.61836,-0.752384,-0.00538646,-0.134547,0.0049935,6442,6642,6014,6000,15.15,15.16,15.25,15.26,4.11,4.09,3.61,3.23
