10.02,0.907625,-0.419781,2,1.30623,0.53905,2.0065
10.04,0.905939,-0.423408,2,1.30623,0.53905,2.0065
10.06,0.904238,-0.427028,2,1.30139,0.521465,2.00653
10.08,0.902523,-0.430642,2,1.30139,0.521465,2.00653
10.1,0.900793,-0.434248,2,1.295,0.498744,2.00659
10.12,0.899049,-0.437848,2,1.28967,0.479995,2.00667
10.14,0.89729,-0.441441,2,1.28967,0.479995,2.00667
10.16,0.895517,-0.445026,2,1.2841,0.460725,2.00675
10.18,0.89373,-0.448605,2,1.2841,0.460725,2.00675
10.2,0.891929,-0.452176,2,1.27832,0.440959,2.00684
10.22,0.890113,-0.45574,2,1.27239,0.42079,2.00694
10.24,0.888283,-0.459297,2,1.27239,0.42079,2.00694
10.26,0.886438,-0.462847,2,1.26623,0.400205,2.00703
10.28,0.88458,-0.466389,2,1.2582,0.374034,2.00717
10.3,0.882707,-0.469923,2,1.2582,0.374034,2.00717
10.32,0.880821,-0.47345,2,1.25157,0.352778,2.00727
10.34,0.87892,-0.47697,2,1.25157,0.352778,2.00727
10.36,0.877005,-0.480482,2,1.24471,0.331201,2.00734
10.38,0.875076,-0.483986,2,1.23769,0.309348,2.00744
10.4,0.873133,-0.487482,2,1.23769,0.309348,2.00744
10.42,0.871176,-0.490971,2,1.23046,0.287198,2.00754
10.44,0.869205,-0.494451,2,1.23046,0.287198,2.00754
10.46,0.86722,-0.497924,2,1.22304,0.26481,2.00768
10.48,0.865222,-0.501389,2,1.21352,0.236529,2.00788
10.5,0.863209,-0.504846,2,1.21352,0.236529,2.00788
10.52,0.861183,-0.508295,2,1.2057,0.213707,2.00805
10.54,0.859143,-0.511736,2,1.2057,0.213707,2.00805
10.56,0.857089,-0.515168,2,1.19769,0.190703,2.00825
10.58,0.855022,-0.518592,2,1.18966,0.16763,2.00843
10.6,0.85294,-0.522008,2,1.18966,0.16763,2.00843
10.62,0.850846,-0.525416,2,1.18147,0.144477,2.00855
10.64,0.848737,-0.528815,2,1.18147,0.144477,2.00855
10.66,0.846615,-0.532206,2,1.17322,0.121277,2.00871
10.68,0.844479,-0.535588,2,1.16279,0.0922045,2.00893
10.7,0.842331,-0.538961,2,1.16279,0.0922045,2.00893
10.72,0.840168,-0.542327,2,1.15434,0.0689052,2.00908
10.74,0.837992,-0.545683,2,1.14589,0.0455988,2.00925
10.76,0.835802,-0.54903,2,1.14589,0.0455988,2.00925
10.78,0.8336,-0.552369,2,1.13743,0.0223038,2.00941
10.8,0.831383,-0.555699,2,1.13743,0.0223038,2.00941
10.82,0.829154,-0.55902,2,1.12888,-0.000924322,2.00952
10.84,0.826911,-0.562332,2,1.1203,-0.0240705,2.00967
10.86,0.824655,-0.565635,2,1.1203,-0.0240705,2.00967
10.88,0.822386,-0.56893,2,1.1095,-0.0528785,2.00983
10.9,0.820104,-0.572214,2,1.1095,-0.0528785,2.00983
10.92,0.817809,-0.57549,2,1.10083,-0.0757731,2.00992
10.94,0.8155,-0.578757,2,1.09215,-0.0985482,2.01002
10.96,0.813179,-0.582014,2,1.09215,-0.0985482,2.01002
10.98,0.810844,-0.585262,2,1.08341,-0.121155,2.01008
11,0.808496,-0.588501,2,1.08341,-0.121155,2.01008
11.02,0.806136,-0.59173,2,1.07462,-0.143576,2.01012
11.04,0.803763,-0.59495,2,1.0658,-0.165831,2.01017
11.06,0.801376,-0.598161,2,1.0658,-0.165831,2.01017
11.08,0.798977,-0.601361,2,1.05483,-0.193397,2.01018
11.1,0.796565,-0.604552,2,1.05483,-0.193397,2.01018
11.12,0.794141,-0.607734,2,1.04609,-0.215218,2.01017
11.14,0.791704,-0.610906,2,1.03736,-0.236853,2.01019
11.16,0.789254,-0.614067,2,1.03736,-0.236853,2.01019
11.18,0.786791,-0.617219,2,1.02859,-0.258225,2.01022
11.2,0.784316,-0.620362,2,1.02859,-0.258225,2.01022
11.22,0.781828,-0.623494,2,1.01983,-0.279389,2.01031
11.24,0.779328,-0.626616,2,1.01108,-0.300256,2.0104
11.26,0.776815,-0.629729,2,1.01108,-0.300256,2.0104
11.28,0.77429,-0.632831,2,1.00017,-0.325928,2.01052
11.3,0.771753,-0.635923,2,0.991458,-0.346105,2.01064
11.32,0.769203,-0.639005,2,0.991458,-0.346105,2.01064
11.34,0.766641,-0.642076,2,0.982799,-0.365977,2.01076
11.36,0.764066,-0.645138,2,0.982799,-0.365977,2.01076
11.38,0.76148,-0.648189,2,0.974173,-0.385447,2.01086
11.4,0.758881,-0.65123,2,0.965652,-0.404667,2.01098
11.42,0.75627,-0.65426,2,0.965652,-0.404667,2.01098
11.44,0.753647,-0.65728,2,0.95719,-0.423443,2.0111
11.46,0.751011,-0.660289,2,0.95719,-0.423443,2.0111
11.48,0.748364,-0.663288,2,0.946728,-0.446496,2.01123
11.5,0.745705,-0.666276,2,0.93845,-0.464632,2.01135
11.52,0.743034,-0.669254,2,0.93845,-0.464632,2.01135
11.54,0.740351,-0.67222,2,0.930259,-0.482376,2.01145
11.56,0.737656,-0.675176,2,0.930259,-0.482376,2.01145
11.58,0.73495,-0.678122,2,0.92214,-0.499731,2.01155
11.6,0.732231,-0.681056,2,0.914072,-0.516746,2.01166
11.62,0.729501,-0.683979,2,0.914072,-0.516746,2.01166
11.64,0.72676,-0.686892,2,0.906075,-0.533271,2.01172
11.66,0.724006,-0.689793,2,0.906075,-0.533271,2.01172
11.68,0.721241,-0.692684,2,0.896143,-0.553463,2.01187
11.7,0.718465,-0.695563,2,0.888301,-0.569121,2.01199
