10.02,nan,nan,-nan,0,0,-0,-0.404768,-1.53841,138.287,-2.43036e-05,-0.000413582,-0.000315745,-0.00526249,0.0263744,-1.5399,0
10.04,nan,nan,-nan,0,0,-0,-0.405088,-1.53905,138.284,-0.000236315,-0.000390935,-0.000458605,-0.00535635,0.0264472,-1.5398,0
10.06,nan,nan,-nan,0,0,-0,-0.40519,-1.53848,138.282,-0.000180276,0.000162926,-0.000155153,-0.00535635,0.0264472,-1.5398,0
10.08,nan,nan,-nan,0,0,-0,-0.406365,-1.53983,138.28,-0.000340604,-0.000863732,-0.000843416,-0.00567954,0.0260571,-1.53942,0
10.1,nan,nan,-nan,0,0,-0,-0.406996,-1.53934,138.277,-0.000687015,-1.36046e-05,-0.00011509,-0.00567954,0.0260571,-1.53942,0
10.12,nan,nan,-nan,0,0,-0,-0.40716,-1.5392,138.275,0.000108732,-6.7958e-05,-6.97621e-05,-0.00568608,0.0260525,-1.53963,0
10.14,nan,nan,-nan,0,0,-0,-0.407024,-1.53974,138.272,-7.98605e-05,0.000105929,-0.000343984,-0.00505879,0.0258243,-1.53912,0
10.16,nan,nan,-nan,0,0,-0,-0.407459,-1.53892,138.269,-0.000341495,-0.00060706,-0.000708331,-0.00505879,0.0258243,-1.53912,0
10.18,nan,nan,-nan,0,0,-0,-0.407924,-1.53977,138.267,-0.000299913,-0.000141094,-0.000156458,-0.00525363,0.026215,-1.53957,0
10.2,nan,nan,-nan,0,0,-0,-0.407838,-1.53939,138.264,-0.000200616,-0.000633029,-0.000364759,-0.00525363,0.026215,-1.53957,0
10.22,nan,nan,-nan,0,0,-0,-0.408563,-1.53955,138.263,-0.000686797,0.000169122,0.000510046,-0.00502193,0.025984,-1.53986,0
10.24,nan,nan,-nan,0,0,-0,-0.407945,-1.53905,138.26,0.000301387,-2.95237e-05,-0.000554039,-0.00529846,0.0262944,-1.53881,0
10.26,nan,nan,-nan,0,0,-0,-0.40849,-1.53896,138.257,-0.000385453,0.000424599,-0.00115989,-0.00529846,0.0262944,-1.53881,0
10.28,nan,nan,-nan,0,0,-0,-0.408812,-1.53882,138.252,0.000438976,0.000919507,-0.000749286,-0.00531694,0.0264054,-1.53887,0
10.3,nan,nan,-nan,0,0,-0,-0.408812,-1.53882,138.252,0.000438976,0.000919507,-0.000749286,-0.00531694,0.0264054,-1.53887,0
10.32,nan,nan,-nan,0,0,-0,-0.407983,-1.53833,138.247,0.000440069,0.000554662,-0.000989723,-0.00519601,0.0260635,-1.53856,0
10.34,nan,nan,-nan,0,0,-0,-0.408698,-1.53927,138.244,-0.000469112,-0.000297618,-0.000983578,-0.00503142,0.0262541,-1.53829,0
10.36,nan,nan,-nan,0,0,-0,-0.409312,-1.53913,138.241,-0.000942444,2.02393e-05,-0.00114667,-0.00503142,0.0262541,-1.53829,0
10.38,nan,nan,-nan,0,0,-0,-0.409972,-1.53811,138.238,-0.000316829,0.00045909,-0.000612629,-0.00536513,0.0257743,-1.53836,0
10.4,nan,nan,-nan,0,0,-0,-0.410254,-1.53912,138.235,-0.000686575,2.66882e-05,-0.000876417,-0.00488327,0.026182,-1.53798,0
10.42,nan,nan,-nan,0,0,-0,-0.410254,-1.53912,138.235,-0.000686575,2.66882e-05,-0.000876417,-0.00488327,0.026182,-1.53798,0
10.44,nan,nan,-nan,0,0,-0,-0.409749,-1.5382,138.234,0.000606627,-0.000121944,0.000263606,-0.00497417,0.0264927,-1.5379,0
10.46,nan,nan,-nan,0,0,-0,-0.410331,-1.53915,138.228,0.000328432,-0.000558761,0.000159354,-0.00497417,0.0264927,-1.5379,0
10.48,nan,nan,-nan,0,0,-0,-0.410619,-1.54068,138.227,0.000343908,4.08422e-05,0.000581153,-0.00530666,0.0264261,-1.53823,0
10.5,nan,nan,-nan,0,0,-0,-0.410535,-1.5402,138.225,-0.000437775,0.000320818,-0.000918665,-0.00491509,0.0262602,-1.53786,0
10.52,nan,nan,-nan,0,0,-0,-0.41088,-1.54045,138.222,-0.000218848,-0.000302082,-0.00062986,-0.00491509,0.0262602,-1.53786,0
10.54,nan,nan,-nan,0,0,-0,-0.411484,-1.54048,138.22,-0.00070797,0.000603043,-0.000227238,-0.00499385,0.0260348,-1.53784,0
10.56,nan,nan,-nan,0,0,-0,-0.411793,-1.53922,138.217,-0.000249744,0.000242624,-0.000452457,-0.00499385,0.0260348,-1.53784,0
10.58,nan,nan,-nan,0,0,-0,-0.411879,-1.54034,138.215,0.000126601,-0.000714997,-0.000297292,-0.00529218,0.0260828,-1.53777,0
10.6,nan,nan,-nan,0,0,-0,-0.412243,-1.5396,138.211,-0.000303059,-0.000182051,-0.000593287,-0.00524626,0.0261158,-1.53761,0
10.62,nan,nan,-nan,0,0,-0,-0.41261,-1.54028,138.21,5.53879e-05,2.17438e-05,-0.000345088,-0.00524626,0.0261158,-1.53761,0
10.64,nan,nan,-nan,0,0,-0,-0.412583,-1.54032,138.206,-0.000575197,6.52447e-05,-0.0015345,-0.00509417,0.0264735,-1.53772,0
10.66,nan,nan,-nan,0,0,-0,-0.412671,-1.54009,138.205,0.000112027,-0.000189286,0.000101182,-0.00509417,0.0264735,-1.53772,0
10.68,nan,nan,-nan,0,0,-0,-0.41226,-1.54066,138.202,0.000517569,1.34385e-05,-0.00128714,-0.00524525,0.0265579,-1.53815,0
10.7,nan,nan,-nan,0,0,-0,-0.412544,-1.53921,138.199,-0.000164982,0.000252033,-0.000507386,-0.00512512,0.0259533,-1.53802,0
10.72,nan,nan,-nan,0,0,-0,-0.413063,-1.54083,138.196,-0.000122155,-0.00113776,-0.000892587,-0.00512512,0.0259533,-1.53802,0
10.74,nan,nan,-nan,0,0,-0,-0.412855,-1.5406,138.193,-0.000624832,3.95966e-05,-0.00042425,-0.00502083,0.0262705,-1.53844,0
10.76,nan,nan,-nan,0,0,-0,-0.413332,-1.54104,138.191,-0.000155649,-0.000181355,-0.000919059,-0.00502083,0.0262705,-1.53844,0
10.78,nan,nan,-nan,0,0,-0,-0.413713,-1.53998,138.187,-0.000825417,0.00115098,-0.00145047,-0.00539552,0.0264934,-1.538,0
