0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2700,0.31,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2685,0.32,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2700,0.3,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
0.15,2714,0.32,16.72
