0,-2,1.5,1.5,-2.42484,1.02886,1.47065,-0.0949834,-1.84775,0.0320192
10,-2,1.5,1.49246,-2.42473,1.02831,1.47116,-0.00837245,-1.74209,0.0630267
20,-2,1.5,1.48492,-2.4243,1.02764,1.47098,0.00141949,-1.74554,0.0387645
30,-2,1.5,1.47739,-2.42409,1.02704,1.47122,0.0398758,-1.69045,0.00593875
40,-2,1.5,1.46985,-2.42351,1.02645,1.47058,-0.10938,-1.67375,-0.0647328
50,-2,1.5,1.46233,-2.42338,1.02593,1.47078,-0.0661822,-1.59012,-0.0183368
60,-2,1.5,1.4548,-2.42304,1.02529,1.47064,-0.0763931,-1.57515,0.0154317
70,-2,1.5,1.44729,-2.42289,1.02466,1.47057,-0.0915236,-1.47822,0.0306093
80,-2,1.5,1.43978,-2.42276,1.02402,1.47063,-0.0207593,-1.46676,0.0249312
90,-2,1.5,1.43229,-2.42267,1.02357,1.47079,-0.0328086,-1.34943,0.00324598
100,-2,1.5,1.4248,-2.42228,1.02296,1.47037,-0.1256,-1.34875,-0.0703935
110,-2,1.5,1.41733,-2.42195,1.02247,1.47024,-0.239546,-1.34407,-0.128827
120,-2,1.5,1.40986,-2.42173,1.02181,1.47012,-0.20904,-1.32422,-0.0799815
130,-2,1.5,1.40242,-2.42166,1.02128,1.47033,-0.18819,-1.31354,-0.0172133
140,-2,1.5,1.39499,-2.42149,1.02068,1.47023,-0.160463,-1.24824,-0.0052604
150,-2,1.5,1.38757,-2.42143,1.02001,1.47021,-0.182464,-1.18873,-0.0542468
160,-2,1.5,1.38017,-2.42146,1.01947,1.47031,-0.056526,-1.06753,-0.069909
170,-2,1.5,1.3728,-2.42134,1.01898,1.47034,-0.0821693,-0.979773,-0.117398
180,-2,1.5,1.36544,-2.42112,1.0184,1.47004,-0.100677,-0.959418,-0.107885
190,-2,1.5,1.3581,-2.421,1.01786,1.47005,-0.113781,-0.918718,-0.112971
200,-2,1.5,1.35079,-2.42081,1.01715,1.46994,-0.0588148,-0.984968,-0.0892716
210,-2,1.5,1.3435,-2.42073,1.01676,1.46982,-0.100997,-0.947095,-0.0594157
220,-2,1.5,1.33623,-2.42062,1.01615,1.46968,-0.0509688,-0.880265,-0.0780423
230,-2,1.5,1.32899,-2.42047,1.01554,1.46927,-0.109979,-0.868589,-0.144982
240,-2,1.5,1.32178,-2.42026,1.01505,1.46894,-0.125829,-0.871704,-0.160324
250,-2,1.5,1.31459,-2.42018,1.01433,1.46886,-0.178664,-0.790846,-0.254723
260,-2,1.5,1.30743,-2.41997,1.01331,1.46841,-0.0781154,-0.857141,-0.190632
270,-2,1.5,1.30031,-2.41992,1.01267,1.46824,0.0469825,-0.952234,-0.153853
280,-2,1.5,1.29321,-2.41988,1.01214,1.46786,-0.0243235,-0.930945,-0.140049
290,-2,1.5,1.28615,-2.41983,1.01163,1.46773,0.0846844,-0.921818,-0.119825
300,-2,1.5,1.27913,-2.41972,1.0109,1.46729,0.0737664,-0.946482,-0.205938
310,-2,1.5,1.27213,-2.41949,1.0102,1.46696,0.239355,-0.990756,-0.242518
320,-2,1.5,1.26518,-2.41957,1.0098,1.46663,0.20568,-0.915464,-0.227224
330,-2,1.5,1.25826,-2.41963,1.00918,1.46634,0.328917,-0.890066,-0.19576
340,-2,1.5,1.25137,-2.4195,1.00875,1.46581,0.211979,-0.920479,-0.206927
350,-2,1.5,1.24453,-2.41946,1.00807,1.46529,0.192181,-0.957156,-0.212121
360,-2,1.5,1.23773,-2.41954,1.00767,1.46507,0.216898,-1.00299,-0.190124
370,-2,1.5,1.23097,-2.41947,1.0071,1.46465,0.264194,-1.00301,-0.187746
380,-2,1.5,1.22425,-2.41932,1.00658,1.46392,0.223363,-1.10275,-0.280851
390,-2,1.5,1.21758,-2.4194,1.00601,1.46359,0.300734,-1.08221,-0.287035
