0,-2,1.5,1,-2.50938,0.975706,0.974735,-0.34304,-0.349934,1.93503
10,-2,1.5,0.962305,-2.50923,0.976061,0.975293,-0.223595,-0.276648,1.89225
20,-2,1.5,0.924634,-2.50876,0.976291,0.974758,-0.294385,-0.355664,1.87435
30,-2,1.5,0.88701,-2.50845,0.976639,0.974971,-0.297298,-0.372884,1.85012
40,-2,1.5,0.849457,-2.50816,0.976937,0.974976,-0.289151,-0.3143,1.83015
50,-2,1.5,0.812,-2.50786,0.977219,0.975241,-0.153652,-0.291141,1.87199
60,-2,1.5,0.774662,-2.5075,0.977623,0.97491,-0.208958,-0.33496,1.81046
70,-2,1.5,0.737465,-2.50718,0.977716,0.974851,-0.14928,-0.348715,1.76272
80,-2,1.5,0.700435,-2.50685,0.978266,0.974799,-0.236587,-0.359591,1.76042
90,-2,1.5,0.663594,-2.50648,0.978492,0.974529,-0.227487,-0.4044,1.81744
100,-2,1.5,0.626965,-2.50605,0.978881,0.974436,-0.247973,-0.47814,1.75066
110,-2,1.5,0.590572,-2.50581,0.97918,0.974283,-0.185859,-0.45086,1.7359
120,-2,1.5,0.554438,-2.50579,0.979373,0.974536,-0.000894069,-0.320145,1.77036
130,-2,1.5,0.518585,-2.50524,0.979815,0.974112,-0.117015,-0.415629,1.74428
140,-2,1.5,0.483036,-2.50508,0.980075,0.974228,-0.0284575,-0.371831,1.78554
150,-2,1.5,0.447813,-2.50473,0.980485,0.973944,-0.0898767,-0.37374,1.71591
160,-2,1.5,0.41294,-2.50456,0.980751,0.974003,0.0632063,-0.29903,1.71602
170,-2,1.5,0.378437,-2.50418,0.981272,0.973654,-0.0813591,-0.333879,1.6752
180,-2,1.5,0.344326,-2.50388,0.981527,0.973516,0.0345753,-0.32581,1.67267
190,-2,1.5,0.31063,-2.5037,0.982045,0.973337,-0.0713923,-0.324353,1.69686
200,-2,1.5,0.277369,-2.50357,0.982334,0.973254,0.047749,-0.283742,1.65893
210,-2,1.5,0.244565,-2.50322,0.982802,0.972635,-0.0265409,-0.288857,1.632
220,-2,1.5,0.212238,-2.50308,0.98319,0.972484,0.0744198,-0.118717,1.63859
230,-2,1.5,0.180408,-2.50276,0.983691,0.971809,-0.0663461,-0.235573,1.60491
240,-2,1.5,0.149097,-2.50266,0.984016,0.971504,-0.00199742,-0.200641,1.62256
250,-2,1.5,0.118322,-2.50232,0.98436,0.970557,-0.160524,-0.256869,1.58593
260,-2,1.5,0.0881046,-2.50195,0.984869,0.969366,0.0285609,-0.280161,1.57314
270,-2,1.5,0.0584629,-2.50163,0.985384,0.968188,-0.0606825,-0.331485,1.52912
280,-2,1.5,0.029416,-2.50133,0.985824,0.967092,-0.0425411,-0.335655,1.49255
290,-2,1.5,0.00098221,-2.50107,0.986317,0.966005,-0.037968,-0.309899,1.46956
300,-2,1.5,-0.0268207,-2.50073,0.986768,0.964154,-0.107137,-0.391539,1.4457
310,-2,1.5,-0.053975,-2.50064,0.987193,0.962514,0.0343147,-0.295001,1.43725
320,-2,1.5,-0.0804635,-2.50031,0.987554,0.960791,0.0523307,-0.383172,1.39133
330,-2,1.5,-0.10627,-2.50006,0.988172,0.958796,0.0172915,-0.448485,1.37555
340,-2,1.5,-0.131377,-2.49998,0.988666,0.956686,0.0880338,-0.412562,1.33605
350,-2,1.5,-0.15577,-2.49955,0.98925,0.953772,0.0212425,-0.406805,1.29956
360,-2,1.5,-0.179433,-2.49927,0.989758,0.95115,-0.00279208,-0.447009,1.22759
370,-2,1.5,-0.20235,-2.49917,0.99023,0.948457,0.189181,-0.430098,1.21226
380,-2,1.5,-0.224509,-2.49883,0.990842,0.944801,0.121302,-0.470608,1.16377
390,-2,1.5,-0.245894,-2.49866,0.991413,0.941501,0.12866,-0.454493,1.1318
400,-2,1.5,-0.266492,-2.49841,0.991973,0.938114,0.208187,-0.596922,1.10833
410,-2,1.5,-0.28629,-2.49812,0.99259,0.933809,0.133582,-0.555739,1.08394
420,-2,1.5,-0.305276,-2.49809,0.993155,0.929835,0.189924,-0.511128,1.03679
430,-2,1.5,-0.323437,-2.49784,0.993825,0.925387,0.209685,-0.551032,0.976588
440,-2,1.5,-0.340762,-2.4977,0.994387,0.920905,0.206191,-0.511679,0.954567
450,-2,1.5,-0.357241,-2.49745,0.995058,0.915816,0.133726,-0.545466,0.891321
460,-2,1.5,-0.372862,-2.49728,0.995736,0.910655,0.276145,-0.514676,0.86896
470,-2,1.5,-0.387616,-2.49727,0.996362,0.905399,0.338146,-0.472321,0.815402
480,-2,1.5,-0.401493,-2.49685,0.997014,0.899231,0.261791,-0.555087,0.773838
490,-2,1.5,-0.414486,-2.497,0.997658,0.89377,0.317827,-0.497858,0.739282
500,-2,1.5,-0.426585,-2.4968,0.998222,0.88726,0.480664,-0.481945,0.689507
510,-2,1.5,-0.437783,-2.49649,0.999098,0.880677,0.298657,-0.617706,0.653099
520,-2,1.5,-0.448072,-2.49648,0.999756,0.873955,0.403165,-0.571718,0.638661
530,-2,1.5,-0.457448,-2.49639,1.00056,0.86704,0.332121,-0.577806,0.559913
540,-2,1.5,-0.465902,-2.49613,1.0014,0.859573,0.13089,-0.627383,0.538858
550,-2,1.5,-0.473431,-2.4962,1.00225,0.852235,0.123054,-0.59849,0.492417
560,-2,1.5,-0.480029,-2.49617,1.00291,0.844541,0.138516,-0.587785,0.449699
570,-2,1.5,-0.485692,-2.49604,1.00385,0.836282,-0.135383,-0.52744,0.42183
580,-2,1.5,-0.490417,-2.49598,1.00453,0.828241,-0.0994921,-0.555412,0.361991
590,-2,1.5,-0.4942,-2.49587,1.00557,0.819409,-0.32579,-0.521493,0.353163
600,-2,1.5,-0.49704,-2.49597,1.00637,0.810956,-0.371505,-0.488119,0.347506
610,-2,1.5,-0.498934,-2.49595,1.0081,0.793066,-0.577572,-0.400023,0.288611
620,-2,1.5,-0.499882,-2.49597,1.00903,0.783992,-0.734179,-0.504312,0.299085
630,-2,1.5,-0.499882,-2.49598,1.00975,0.774452,-0.689237,-0.503928,0.261647
640,-2,1.5,-0.498934,-2.496,1.01065,0.765126,-0.787603,-0.490679,0.217113
650,-2,1.5,-0.49704,-2.4962,1.01137,0.755535,-0.724471,-0.369153,0.182192
660,-2,1.5,-0.4942,-2.49615,1.01212,0.745782,-0.838329,-0.382638,0.104504
670,-2,1.5,-0.490417,-2.4962,1.01273,0.735739,-0.642139,-0.355183,0.0799398
680,-2,1.5,-0.485692,-2.4962,1.0137,0.725402,-0.787306,-0.346804,0.120765
690,-2,1.5,-0.480029,-2.49636,1.01455,0.715421,-0.818635,-0.399202,0.120009
700,-2,1.5,-0.473431,-2.49637,1.01533,0.705032,-0.97852,-0.4223,0.138797
710,-2,1.5,-0.465902,-2.49663,1.01606,0.694944,-0.902007,-0.31595,0.168763
720,-2,1.5,-0.457448,-2.49682,1.01691,0.684565,-1.03732,-0.331614,0.104737
730,-2,1.5,-0.448072,-2.49692,1.01768,0.673846,-1.08568,-0.266574,0.0764712
740,-2,1.5,-0.437783,-2.49699,1.01837,0.663321,-1.06928,-0.258216,0.0220329
750,-2,1.5,-0.426585,-2.49714,1.01912,0.652581,-1.1586,-0.268802,-0.0124066
760,-2,1.5,-0.414486,-2.49736,1.0198,0.641923,-1.19611,-0.240387,0.0548768
770,-2,1.5,-0.401493,-2.49757,1.0203,0.631305,-1.09466,-0.186599,0.058607
780,-2,1.5,-0.387616,-2.49787,1.02108,0.620451,-1.14048,-0.170807,0.0967405
790,-2,1.5,-0.372862,-2.49827,1.02175,0.610142,-1.14332,-0.0471102,0.105953
800,-2,1.5,-0.357241,-2.49849,1.02246,0.59914,-1.18685,-0.0219745,0.0558124
810,-2,1.5,-0.340762,-2.49873,1.02317,0.588614,-1.42733,0.0971048,0.00716007
820,-2,1.5,-0.323437,-2.49876,1.02384,0.577353,-1.36154,0.00360543,0.107845
830,-2,1.5,-0.305276,-2.49896,1.02434,0.566566,-1.28024,0.0527408,0.112557
840,-2,1.5,-0.28629,-2.49944,1.02506,0.555702,-1.46847,0.108389,0.146169
850,-2,1.5,-0.266492,-2.49976,1.02563,0.544967,-1.57061,0.132676,0.0692383
860,-2,1.5,-0.245894,-2.50002,1.02629,0.534024,-1.55226,0.158529,0.0746771
870,-2,1.5,-0.224509,-2.50023,1.02673,0.523042,-1.61456,0.167571,0.103253
880,-2,1.5,-0.20235,-2.50054,1.02722,0.512399,-1.57769,0.130306,0.135187
890,-2,1.5,-0.179433,-2.5008,1.02781,0.501309,-1.60594,0.223847,0.110089
900,-2,1.5,-0.15577,-2.50103,1.02821,0.490425,-1.6331,0.192061,0.117511
910,-2,1.5,-0.131377,-2.5016,1.02857,0.47978,-1.61839,0.224358,0.113659
920,-2,1.5,-0.10627,-2.50179,1.0291,0.468916,-1.69732,0.210494,0.12732
930,-2,1.5,-0.0804635,-2.50205,1.02934,0.458016,-1.57817,0.19294,0.165204
940,-2,1.5,-0.0539749,-2.50266,1.02968,0.447719,-1.70501,0.342,0.132351
950,-2,1.5,-0.0268207,-2.50276,1.03023,0.436524,-1.59634,0.247623,0.182837
960,-2,1.5,0.000982179,-2.50313,1.03049,0.425964,-1.63688,0.259326,0.169814
970,-2,1.5,0.0294162,-2.50353,1.03071,0.415312,-1.54469,0.321224,0.230329
980,-2,1.5,0.0584631,-2.50395,1.03114,0.405143,-1.52864,0.345398,0.275261
990,-2,1.5,0.0881046,-2.50422,1.03134,0.394664,-1.48274,0.317793,0.233863
1000,-2,1.5,0.118322,-2.50468,1.03163,0.384444,-1.53401,0.3835,0.239896
1010,-2,1.5,0.149097,-2.5051,1.03187,0.374207,-1.50453,0.437953,0.291667
1020,-2,1.5,0.180408,-2.50549,1.03215,0.364256,-1.41151,0.452248,0.304541
1030,-2,1.5,0.212238,-2.50565,1.03241,0.353857,-1.6921,0.324539,0.33258
1040,-2,1.5,0.244565,-2.50618,1.03246,0.344527,-1.55481,0.400882,0.277506
1050,-2,1.5,0.277369,-2.50671,1.03245,0.335427,-1.69616,0.537239,0.280954
1060,-2,1.5,0.31063,-2.507,1.0326,0.325576,-1.5603,0.471341,0.370376
1070,-2,1.5,0.344327,-2.50728,1.03276,0.316073,-1.60562,0.424173,0.325959
1080,-2,1.5,0.378437,-2.50758,1.03272,0.306843,-1.50847,0.407421,0.35004
1090,-2,1.5,0.41294,-2.50788,1.03276,0.297985,-1.4627,0.424033,0.435182
1100,-2,1.5,0.447813,-2.5085,1.03284,0.289454,-1.56719,0.485842,0.40256
1110,-2,1.5,0.483036,-2.50891,1.03278,0.280739,-1.52231,0.543266,0.387311
1120,-2,1.5,0.518585,-2.50922,1.03266,0.272247,-1.49636,0.554602,0.414064
1130,-2,1.5,0.554438,-2.50964,1.03264,0.263859,-1.44446,0.60429,0.480839
1140,-2,1.5,0.590572,-2.51014,1.03252,0.255979,-1.4982,0.715182,0.441889
1150,-2,1.5,0.626965,-2.51059,1.03239,0.248313,-1.53295,0.724306,0.422122
1160,-2,1.5,0.663594,-2.51101,1.03208,0.240743,-1.62927,0.774275,0.378876
1170,-2,1.5,0.700435,-2.51125,1.03201,0.233082,-1.55082,0.737582,0.490016
1180,-2,1.5,0.737465,-2.51168,1.03171,0.226,-1.46439,0.743553,0.436969
1190,-2,1.5,0.774662,-2.51198,1.03149,0.219222,-1.5619,0.791252,0.428421
1200,-2,1.5,0.812,-2.51247,1.03118,0.212361,-1.3005,0.794714,0.457406
1210,-2,1.5,0.849458,-2.5127,1.03098,0.205657,-1.31148,0.784401,0.490383
1220,-2,1.5,0.88701,-2.51309,1.03058,0.199474,-1.1775,0.820151,0.432552
1230,-2,1.5,0.924634,-2.51345,1.03029,0.193754,-1.18831,0.895785,0.46045
1240,-2,1.5,0.962305,-2.51367,1.02997,0.187532,-1.08613,0.837012,0.449866
1250,-2,1.5,1,-2.51399,1.0297,0.182136,-1.09517,0.875474,0.423758
1260,-2,1.5,1.0377,-2.51432,1.02922,0.176648,-0.828475,0.878814,0.426051
1270,-2,1.5,1.07537,-2.51459,1.02883,0.171814,-1.07524,0.861672,0.383993
1280,-2,1.5,1.11299,-2.51487,1.02839,0.166587,-0.800808,0.895598,0.425843
1290,-2,1.5,1.15054,-2.51501,1.02785,0.161712,-0.709435,0.851938,0.424589
1300,-2,1.5,1.188,-2.51548,1.02715,0.157943,-0.726584,0.829517,0.370689
1310,-2,1.5,1.22534,-2.5156,1.02697,0.153425,-0.952914,0.849605,0.306243
1320,-2,1.5,1.26253,-2.51578,1.02627,0.149245,-0.636357,0.732255,0.38405
1330,-2,1.5,1.29957,-2.51583,1.02616,0.145004,-0.771268,0.676229,0.373125
1340,-2,1.5,1.33641,-2.516,1.02569,0.141246,-0.76872,0.611295,0.339529
1350,-2,1.5,1.37303,-2.51604,1.02513,0.137512,-0.65253,0.618664,0.279545
1360,-2,1.5,1.40943,-2.51638,1.02462,0.134576,-0.599524,0.645838,0.25096
1370,-2,1.5,1.44556,-2.51652,1.02421,0.13166,-0.623489,0.675809,0.296044
1380,-2,1.5,1.48142,-2.51643,1.02374,0.128348,-0.722922,0.616428,0.363251
1390,-2,1.5,1.51696,-2.51656,1.02322,0.12579,-0.617403,0.669529,0.271757
1400,-2,1.5,1.55219,-2.51638,1.02307,0.124252,-0.766547,0.713948,0.422897
1410,-2,1.5,1.58706,-2.51679,1.02217,0.121615,-0.588052,0.645089,0.131541
1420,-2,1.5,1.62156,-2.51682,1.02166,0.119864,-0.650732,0.655221,0.108556
1430,-2,1.5,1.65567,-2.51701,1.02109,0.118362,-0.713391,0.655589,0.106119
1440,-2,1.5,1.68937,-2.51708,1.02046,0.117396,-0.673411,0.640995,0.094727
1450,-2,1.5,1.72263,-2.51725,1.01997,0.116762,-0.740807,0.695747,0.0259067
1460,-2,1.5,1.75543,-2.51727,1.01928,0.115927,-0.687528,0.731844,0.0156136
1470,-2,1.5,1.78776,-2.51735,1.01852,0.115562,-0.6214,0.815852,0.000236606
1480,-2,1.5,1.81959,-2.51723,1.01784,0.115129,-0.711248,0.727518,-0.0545916
1490,-2,1.5,1.8509,-2.51736,1.0173,0.115655,-0.75441,0.767154,-0.104143
1500,-2,1.5,1.88168,-2.51727,1.01655,0.116025,-0.647556,0.750354,-0.137186
1510,-2,1.5,1.9119,-2.51724,1.01581,0.116935,-0.513322,0.831818,-0.180447
1520,-2,1.5,1.94154,-2.51731,1.01525,0.117885,-0.567834,0.935609,-0.253609
1530,-2,1.5,1.97058,-2.51731,1.01447,0.119134,-0.510053,1.01528,-0.276882
1540,-2,1.5,1.99902,-2.51727,1.01369,0.12065,-0.340817,1.05349,-0.287688
1550,-2,1.5,2.02682,-2.51722,1.01278,0.122247,-0.188059,1.1595,-0.270236
1560,-2,1.5,2.05397,-2.51733,1.01158,0.12397,-0.215882,0.64194,-0.401684
1570,-2,1.5,2.08046,-2.5166,1.01155,0.127695,-0.225583,1.12361,-0.159492
1580,-2,1.5,2.10627,-2.51679,1.01048,0.129846,0.0513152,1.11291,-0.406118
1590,-2,1.5,2.13138,-2.51655,1.00973,0.132736,0.043928,1.13409,-0.425374
1600,-2,1.5,2.15577,-2.51632,1.00811,0.139794,0.270923,1.12062,-0.474975
1610,-2,1.5,2.17943,-2.51592,1.00756,0.143527,0.431711,1.04516,-0.364457
1620,-2,1.5,2.20235,-2.51605,1.00673,0.148225,0.489184,1.16305,-0.497053
1630,-2,1.5,2.22451,-2.51588,1.00608,0.152531,0.54178,1.20984,-0.560748
1640,-2,1.5,2.24589,-2.51564,1.00539,0.157726,0.388648,1.24607,-0.575436
1650,-2,1.5,2.26649,-2.51522,1.00484,0.162401,0.5334,1.15487,-0.545029
1660,-2,1.5,2.28629,-2.51503,1.00416,0.167956,0.54738,1.07297,-0.559126
1670,-2,1.5,2.30528,-2.51475,1.0037,0.173723,0.600948,1.11614,-0.609525
1680,-2,1.5,2.32344,-2.51463,1.00291,0.17961,0.37084,1.1947,-0.665864
1690,-2,1.5,2.34076,-2.5141,1.00247,0.185728,0.364593,1.11221,-0.645188
1700,-2,1.5,2.35724,-2.51392,1.00196,0.191892,0.318406,1.19458,-0.681515
1710,-2,1.5,2.37286,-2.51354,1.00138,0.198524,0.221195,1.13517,-0.680779
1720,-2,1.5,2.38762,-2.51322,1.00064,0.205255,0.223773,1.03292,-0.741904
1730,-2,1.5,2.40149,-2.51291,1.00005,0.212543,0.191205,1.12895,-0.751968
1740,-2,1.5,2.41449,-2.51258,0.999643,0.219664,-0.000707072,1.09543,-0.782656
1750,-2,1.5,2.42658,-2.51211,0.999211,0.226991,-0.212039,0.982685,-0.773573
1760,-2,1.5,2.43778,-2.51163,0.998521,0.234411,-0.223408,0.937665,-0.770417
1770,-2,1.5,2.44807,-2.5113,0.998163,0.24263,-0.29971,0.875664,-0.844407
