0,0.0405413,0
10,0.0405382,0
20,0.0405212,0
30,0.040253,0
40,0.0402568,0
50,0.0405388,0
60,0.0402573,0
70,0.0402512,0
80,0.0402691,0
90,0.0402428,0
100,0.0405274,0
110,0.0405279,0
120,0.040252,0
130,0.0405466,0
140,0.0405401,0
150,0.0405275,0
160,0.0405083,0
170,0.0405212,0
180,0.0405328,0
190,0.0405429,0
200,0.040561,0
210,0.0402841,0
220,0.0404544,0
230,0.0405041,0
240,0.0402264,0
250,0.0403497,0
260,0.0403633,0
270,0.0406232,0
280,0.040304,0
290,0.0403736,0
300,0.0405908,0
310,0.0403295,0
320,0.0403424,0
330,0.0402321,0
340,0.0403518,0
350,0.0403216,0
360,0.0403724,0
370,0.0403286,0
380,0.0402984,0
390,0.0403413,0
400,0.0403904,0
410,0.0403909,0
420,0.0404577,0
430,0.0405168,0
440,0.0402441,0
450,0.0406426,0
460,0.0406767,0
470,0.0407716,0
480,0.0407262,0
490,0.0407315,0
500,0.0411941,0
510,0.0421663,0
520,0.0430372,0
530,0.0439095,0
540,0.0451019,0
550,0.0451019,0
560,0.0470009,0
570,0.0488219,0
580,0.0513641,0
590,0.0573105,0
600,0.0573105,0
610,0.0602971,0
620,0.0681167,0
630,0.0727675,0
640,0.0771805,0
650,0.0823525,0
660,0.0865932,0
670,0.0919665,0
680,0.0975048,0
690,0.102116,0
700,0.108583,0
710,0.114589,0
720,0.120433,0
730,0.126584,0
740,0.133395,0
750,0.139591,0
760,0.146352,0
770,0.152213,0
780,0.159917,0
790,0.16693,0
800,0.174334,0
810,0.18145,0
820,0.188953,0
830,0.196789,0
840,0.204727,0
850,0.212839,0
860,0.220847,0
870,0.228869,0
880,0.237502,0
890,0.24599,0
900,0.25479,0
910,0.263757,0
920,0.272195,0
930,0.281098,0
940,0.290479,0
950,0.29967,0
960,0.309028,0
970,0.31897,0
980,0.328714,0
990,0.338416,0
1000,0.348233,0
1010,0.358393,0
1020,0.368884,0
1030,0.378874,0
1040,0.389378,0
1050,0.399727,0
1060,0.410507,0
1070,0.421191,0
1080,0.431818,0
1090,0.443453,0
1100,0.454897,0
1110,0.466836,0
1120,0.477723,0
1130,0.489313,0
1140,0.50098,0
1150,0.513586,0
1160,0.537453,0
1170,0.537453,0
1180,0.562609,0
1190,0.562609,0
1200,0.575712,0
1210,0.588415,0
1220,0.6014,0
1230,0.614347,0
1240,0.64103,0
1250,0.654696,0
1260,0.667774,0
1270,0.681615,0
1280,0.695042,0
1290,0.708571,0
1300,0.721624,0
1310,0.735125,0
1320,0.74871,0
1330,0.762387,0
1340,0.776093,0
1350,0.789692,0
1360,0.803848,0
1370,0.817479,0
1380,0.831153,0
1390,0.84531,0
1400,0.858443,0
1410,0.872253,0
1420,0.885647,0
1430,0.899126,0
1440,0.912511,0
1450,0.925617,0
1460,0.939112,0
1470,0.95219,0
1480,0.96503,0
1490,0.977993,0
1500,0.990526,0
1510,1.00343,0
1520,1.01559,0
1530,1.02835,0
1540,1.04072,0
1550,1.05292,0
1560,1.06522,0
1570,1.07745,0
1580,1.08899,0
1590,1.10104,0
1600,1.11304,0
1610,1.12472,0
1620,1.13655,0
1630,1.14836,0
1640,1.15961,0
1650,1.17141,0
1660,1.18267,0
1670,1.1942,0
1680,1.20556,0
1690,1.21693,0
1700,1.22829,0
1710,1.23957,0
1720,1.25094,0
1730,1.26178,0
1740,1.27249,0
1750,1.28389,0
1760,1.29476,0
1770,1.30595,0
1780,1.31616,0
1790,1.3275,0
1800,1.33818,0
1810,1.34913,0
1820,1.35997,0
1830,1.36995,0
1840,1.38082,0
1850,1.39093,0
1860,1.40162,0
1870,1.4123,0
1880,1.423,0
1890,1.43302,0
1900,1.44295,0
1910,1.45351,0
1920,1.46406,0
1930,1.48458,0
1940,1.49473,0
1950,1.50505,0
1960,1.51548,0
1970,1.52571,0
1980,1.53575,0
1990,1.54617,0
2000,1.55629,0
2010,1.56621,0
2020,1.57609,0
2030,1.58538,0
2040,1.59501,0
2050,1.60506,0
2060,1.61496,0
2070,1.62469,0
2080,1.63415,0
2090,1.64358,0
2100,1.65292,0
2110,1.66253,0
2120,1.67168,0
2130,1.68124,0
2140,1.69031,0
2150,1.69983,0
2160,1.70903,0
2170,1.71895,0
2180,1.72781,0
2190,1.73744,0
2200,1.74649,0
2210,1.75617,0
2220,1.76485,0
2230,1.77378,0
2240,1.78332,0
2250,1.79248,0
2260,1.80108,0
2270,1.80955,0
2280,1.81853,0
2290,1.82746,0
2300,1.83603,0
2310,1.84466,0
2320,1.85346,0
2330,1.86246,0
2340,1.87012,0
2350,1.87915,0
2360,1.88777,0
2370,1.89684,0
2380,1.90471,0
2390,1.91316,0
2400,1.92177,0
2410,1.93025,0
2420,1.93856,0
2430,1.94742,0
2440,1.95545,0
2450,1.9639,0
2460,1.97206,0
2470,1.98082,0
2480,1.99674,0
2490,2.00515,0
2500,2.01327,0
2510,2.02138,0
2520,2.02138,0
2530,2.02804,0
2540,2.0358,0
2550,2.04375,0
2560,2.05107,0
2570,2.05817,0
2580,2.07277,0
2590,2.07976,0
2600,2.08639,0
2610,2.09364,0
2620,2.10004,0
2630,2.10626,0
2640,2.11285,0
2650,2.1194,0
2660,2.12647,0
2670,2.13213,0
2680,2.13834,0
2690,2.14436,0
2700,2.15026,0
2710,2.1556,0
2720,2.1614,0
2730,2.16735,0
2740,2.17313,0
2750,2.17815,0
2760,2.18374,0
2770,2.18926,0
2780,2.19389,0
2790,2.19882,0
2800,2.20436,0
2810,2.20945,0
2820,2.2139,0
2830,2.21897,0
2840,2.22364,0
2850,2.22848,0
2860,2.23235,0
2870,2.23709,0
2880,2.24174,0
2890,2.24599,0
2900,2.24997,0
2910,2.25424,0
2920,2.25856,0
2930,2.26258,0
2940,2.26654,0
2950,2.27014,0
2960,2.27397,0
2970,2.27798,0
2980,2.28124,0
2990,2.28472,0
3000,2.28822,0
3010,2.29154,0
3020,2.29489,0
3030,2.29785,0
3040,2.30116,0
3050,2.30414,0
3060,2.30708,0
3070,2.31257,0
3080,2.31519,0
3090,2.31823,0
3100,2.32005,0
3110,2.32274,0
3120,2.32505,0
3130,2.32788,0
3140,2.32962,0
3150,2.33154,0
3160,2.33383,0
3170,2.33598,0
3180,2.33769,0
3190,2.33921,0
3200,2.34129,0
3210,2.34326,0
3220,2.34485,0
3230,2.34609,0
3240,2.34769,0
3250,2.34877,0
3260,2.35065,0
3270,2.35157,0
3280,2.35277,0
3290,2.35435,0
3300,2.35536,0
3310,2.35619,0
3320,2.35689,0
3330,2.3583,0
3340,2.35931,0
3350,2.36,0
3360,2.36023,0
3370,2.36099,0
3380,2.36164,0
3390,2.36222,0
3400,2.36241,0
3410,2.36243,0
3420,2.36288,0
3430,2.36369,0
3440,2.36335,0
3450,2.36333,0
3460,2.36316,0
3470,2.36308,0
3480,2.36354,0
3490,2.36312,0
3500,2.36272,0
3510,2.3621,0
3520,2.36164,0
3530,2.36145,0
3540,2.36077,0
3550,2.35993,0
3560,2.35924,0
3570,2.35881,0
3580,2.35823,0
3590,2.35716,0
3600,2.35642,0
3610,2.35517,0
3620,2.35429,0
3630,2.35316,0
3640,2.35182,0
3650,2.35048,0
3660,2.34902,0
3670,2.34815,0
3680,2.3467,0
3690,2.34502,0
3700,2.34372,0
3710,2.34212,0
3720,2.33879,0
3730,2.33668,0
3740,2.33514,0
3750,2.33514,0
3760,2.33162,0
3770,2.32967,0
3780,2.3275,0
3790,2.32585,0
3800,2.32329,0
3810,2.32169,0
3820,2.31946,0
3830,2.31713,0
3840,2.31474,0
